"Typ","QuarCd","QuarLang","ZoneSort","ZoneLang","Jahr","FrQmBodenGanzeLieg","FrQmBodenStwE","FrQmBodenAlleHA","FrQmBodenNettoGanzeLieg","FrQmBodenNettoStwE","FrQmBodenNettoAlleHA","FrQmWohnflStwE"
"Zahl",74,"Witikon",111,"Wohnzone 2",2018,"9","42","51","","","","51"
"Zahl",74,"Witikon",111,"Wohnzone 2",2017,"6","24","30","","","","22"
"Zahl",74,"Witikon",111,"Wohnzone 2",2016,"10","30","40","","","","29"
"Zahl",74,"Witikon",111,"Wohnzone 2",2015,"7","35","42","","","","28"
"Zahl",74,"Witikon",111,"Wohnzone 2",2014,"9","38","47","","","","38"
"Zahl",74,"Witikon",111,"Wohnzone 2",2013,"8","9","17","","","","12"
"Zahl",74,"Witikon",111,"Wohnzone 2",2012,"16","23","40","","","","34"
"Zahl",74,"Witikon",111,"Wohnzone 2",2011,"5-7","18","25","","","","18"
"Zahl",74,"Witikon",111,"Wohnzone 2",2010,"6","21","28","","","","22"
"Zahl",74,"Witikon",111,"Wohnzone 2",2009,"12","31","43","","","","35"
"Zahl",74,"Witikon",111,"Wohnzone 2",2008,"4","1–3","6","","","",""
"Preis",74,"Witikon",112,"Wohnzone 3",2021,"8360","13375","11450","6240","8357","7395","14210"
"Preis",74,"Witikon",112,"Wohnzone 3",2020,"5121","13258","13124","3180","7315","6042","11980"
"Preis",74,"Witikon",112,"Wohnzone 3",2019,"5904","8098","7496","3747","4549","4443","12700"
"Preis",74,"Witikon",112,"Wohnzone 3",2018,".","11599","11599",".","7170","7170","11320"
"Preis",74,"Witikon",112,"Wohnzone 3",2017,".",".",".",".",".",".","11120"
"Preis",74,"Witikon",112,"Wohnzone 3",2016,".",".",".",".",".",".","13020"
"Preis",74,"Witikon",112,"Wohnzone 3",2015,".",".",".",".",".",".","12190"
"Preis",74,"Witikon",112,"Wohnzone 3",2014,".",".",".",".",".",".","11190"
"Preis",74,"Witikon",112,"Wohnzone 3",2013,".",".",".",".",".",".","9090"
"Preis",74,"Witikon",112,"Wohnzone 3",2012,"2439",".","2439","1424",".","1424","7410"
"Preis",74,"Witikon",112,"Wohnzone 3",2011,"4101",".","4101","830",".","830","9160"
"Preis",74,"Witikon",112,"Wohnzone 3",2010,".",".",".",".",".",".","8020"
"Preis",74,"Witikon",112,"Wohnzone 3",2009,".",".",".",".",".",".","7720"
"Preis",74,"Witikon",112,"Wohnzone 3",2008,".",".",".",".",".",".","."
"Zahl",74,"Witikon",112,"Wohnzone 3",2021,"8-10","24","32","","","","31"
"Zahl",74,"Witikon",112,"Wohnzone 3",2020,"5-9","46","55-59","","","","55"
"Zahl",74,"Witikon",112,"Wohnzone 3",2019,"7-9","23","32","","","","38"
"Zahl",74,"Witikon",112,"Wohnzone 3",2018,"","7","7","","","","51"
"Zahl",74,"Witikon",112,"Wohnzone 3",2017,"","","","","","","22"
"Zahl",74,"Witikon",112,"Wohnzone 3",2016,"","","","","","","29"
"Zahl",74,"Witikon",112,"Wohnzone 3",2015,"","","","","","","28"
"Zahl",74,"Witikon",112,"Wohnzone 3",2014,"","","","","","","38"
"Zahl",74,"Witikon",112,"Wohnzone 3",2013,"","","","","","","12"
"Zahl",74,"Witikon",112,"Wohnzone 3",2012,"1–3","","1–3","","","","34"
"Zahl",74,"Witikon",112,"Wohnzone 3",2011,"1–3","","1–3","","","","18"
"Zahl",74,"Witikon",112,"Wohnzone 3",2010,"","","","","","","22"
"Zahl",74,"Witikon",112,"Wohnzone 3",2009,"","","","","","","35"
"Zahl",74,"Witikon",112,"Wohnzone 3",2008,"","","","","","",""
"Preis",74,"Witikon",113,"Wohnzone 4",2021,".",".",".",".",".",".","14210"
"Preis",74,"Witikon",113,"Wohnzone 4",2020,"5976",".","5976","2888",".","2888","11980"
"Preis",74,"Witikon",113,"Wohnzone 4",2019,".",".",".",".",".",".","12700"
"Preis",74,"Witikon",113,"Wohnzone 4",2018,"7756",".","7756","2857",".","2857","11320"
"Preis",74,"Witikon",113,"Wohnzone 4",2017,".",".",".",".",".",".","11120"
"Preis",74,"Witikon",113,"Wohnzone 4",2016,".",".",".",".",".",".","13020"
"Preis",74,"Witikon",113,"Wohnzone 4",2015,".",".",".",".",".",".","12190"
"Preis",74,"Witikon",113,"Wohnzone 4",2014,".",".",".",".",".",".","11190"
"Preis",74,"Witikon",113,"Wohnzone 4",2013,".",".",".",".",".",".","9090"
"Preis",74,"Witikon",113,"Wohnzone 4",2012,".",".",".",".",".",".","7410"
"Preis",74,"Witikon",113,"Wohnzone 4",2011,".",".",".",".",".",".","9160"
"Preis",74,"Witikon",113,"Wohnzone 4",2010,".",".",".",".",".",".","8020"
"Preis",74,"Witikon",113,"Wohnzone 4",2009,".",".",".",".",".",".","7720"
"Preis",74,"Witikon",113,"Wohnzone 4",2008,".",".",".",".",".",".","."
"Zahl",74,"Witikon",113,"Wohnzone 4",2021,"","","","","","","31"
"Zahl",74,"Witikon",113,"Wohnzone 4",2020,"1–3","","1–3","","","","55"
"Zahl",74,"Witikon",113,"Wohnzone 4",2019,"","","","","","","38"
"Zahl",74,"Witikon",113,"Wohnzone 4",2018,"1–3","","1–3","","","","51"
"Zahl",74,"Witikon",113,"Wohnzone 4",2017,"","","","","","","22"
"Zahl",74,"Witikon",113,"Wohnzone 4",2016,"","","","","","","29"
"Zahl",74,"Witikon",113,"Wohnzone 4",2015,"","","","","","","28"
"Zahl",74,"Witikon",113,"Wohnzone 4",2014,"","","","","","","38"
"Zahl",74,"Witikon",113,"Wohnzone 4",2013,"","","","","","","12"
"Zahl",74,"Witikon",113,"Wohnzone 4",2012,"","","","","","","34"
"Zahl",74,"Witikon",113,"Wohnzone 4",2011,"","","","","","","18"
"Zahl",74,"Witikon",113,"Wohnzone 4",2010,"","","","","","","22"
"Zahl",74,"Witikon",113,"Wohnzone 4",2009,"","","","","","","35"
"Zahl",74,"Witikon",113,"Wohnzone 4",2008,"","","","","","",""
"Preis",81,"Seefeld",102,"Kernzonen",2021,"53383","13206","37536","40079","7445","26390","23640"
"Preis",81,"Seefeld",102,"Kernzonen",2020,"30357",".","30357","17631",".","17631","41590"
"Preis",81,"Seefeld",102,"Kernzonen",2019,"60023",".","60023","34955",".","34955","."
"Preis",81,"Seefeld",102,"Kernzonen",2018,"24390","36175","30283","17909","27831","22870","16900"
"Preis",81,"Seefeld",102,"Kernzonen",2017,"38163",".","51745","23550",".","29645","16590"
"Preis",81,"Seefeld",102,"Kernzonen",2016,"62642","29213","29213","41811","17284","17284","16390"
"Preis",81,"Seefeld",102,"Kernzonen",2015,"17324","34035","29778","11140","23898","15655","18800"
"Preis",81,"Seefeld",102,"Kernzonen",2014,".","9265","9265",".","5919","5919","14320"
"Preis",81,"Seefeld",102,"Kernzonen",2013,"21169","38160","26136","8518","24751","14563","20670"
"Preis",81,"Seefeld",102,"Kernzonen",2012,".","17821","15732",".","12564","9926","16910"
"Preis",81,"Seefeld",102,"Kernzonen",2011,"19598",".","19598","11318",".","11318","12340"
"Preis",81,"Seefeld",102,"Kernzonen",2010,"9565","30144","19855","7064","17464","12264","10920"
"Preis",81,"Seefeld",102,"Kernzonen",2009,"32878","33933","33933","20250","19067","19067","10640"
"Preis",81,"Seefeld",102,"Kernzonen",2008,"8224","33933","21079","6486","19843","13165","."
"Zahl",81,"Seefeld",102,"Kernzonen",2021,"1–3","1–3","3-5","","","","4"
"Zahl",81,"Seefeld",102,"Kernzonen",2020,"1–3","","1–3","","","","1–3"
"Zahl",81,"Seefeld",102,"Kernzonen",2019,"1–3","","1–3","","","",""
"Zahl",81,"Seefeld",102,"Kernzonen",2018,"1–3","1–3","1–3","","","","1–3"
"Zahl",81,"Seefeld",102,"Kernzonen",2017,"1–3","","4-8","","","","5"
"Zahl",81,"Seefeld",102,"Kernzonen",2016,"1–3","1–3","5","","","","1–3"
"Zahl",81,"Seefeld",102,"Kernzonen",2015,"8","1-4","12","","","","4"
"Zahl",81,"Seefeld",102,"Kernzonen",2014,"","1–3","1–3","","","","5"
"Zahl",81,"Seefeld",102,"Kernzonen",2013,"4","1–3","6","","","","1–3"
"Zahl",81,"Seefeld",102,"Kernzonen",2012,"","1–3","1–3","","","","7"
"Zahl",81,"Seefeld",102,"Kernzonen",2011,"1–3","","1–3","","","","1–3"
"Zahl",81,"Seefeld",102,"Kernzonen",2010,"1–3","1–3","4","","","","10-12"
"Zahl",81,"Seefeld",102,"Kernzonen",2009,"1–3","1–3","1–3","","","","9"
"Zahl",81,"Seefeld",102,"Kernzonen",2008,"1–3","1–3","1–3","","","",""
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2021,"24526","67979","27015","13099","55580","18520","23640"
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2020,"31927","86248","31927","22749","69960","22749","41590"
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2019,"25203",".","25203","17309",".","17309","."
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2018,"35783","54748","42800","23673","38924","28871","16900"
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2017,"19618","38793","35288","11194","30927","27418","16590"
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2016,"17535","15956","15956","3974","8699","7941","16390"
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2015,"18182",".","22148","10657",".","11350","18800"
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2014,"18088","33423","17310","12313","11402","11858","14320"
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2013,"34951","37136","34951","22626","13716","17324","20670"
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2012,"20029","36146","28648","12149","12725","12725","16910"
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2011,"18161","47712","24893","9110","35403","12309","12340"
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2010,"23167","33453","32592","11464","15286","14891","10920"
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2009,"12059","27450","27094","7506","15412","14113","10640"
"Preis",81,"Seefeld",103,"Quartiererhaltungszonen",2008,"8796","14587","12709","3509","22946","7057","."
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2021,"1–3","1–3","6","","","","4"
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2020,"1–3","1–3","3-5","","","","1–3"
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2019,"3-5","","4","","","",""
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2018,"1–3","1–3","4-6","","","","1–3"
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2017,"1–3","5-7","8","","","","5"
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2016,"1–3","1–3","1–3","","","","1–3"
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2015,"7","","8","","","","4"
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2014,"1–3","5","10","","","","5"
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2013,"1–3","1–3","4","","","","1–3"
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2012,"1–3","5","7","","","","7"
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2011,"5","1–3","7","","","","1–3"
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2010,"3-5","10","14","","","","10-12"
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2009,"1–3","5-7","9","","","","9"
"Zahl",81,"Seefeld",103,"Quartiererhaltungszonen",2008,"1–3","1–3","4-6","","","",""
"Preis",81,"Seefeld",112,"Wohnzone 3",2021,".",".",".",".",".",".","23640"
"Preis",81,"Seefeld",112,"Wohnzone 3",2020,".",".",".",".",".",".","41590"
"Preis",81,"Seefeld",112,"Wohnzone 3",2019,".",".",".",".",".",".","."
"Preis",81,"Seefeld",112,"Wohnzone 3",2018,"19884",".","19884","14417",".","14417","16900"
"Preis",81,"Seefeld",112,"Wohnzone 3",2017,".",".",".",".",".",".","16590"
"Preis",81,"Seefeld",112,"Wohnzone 3",2016,".",".",".",".",".",".","16390"
"Preis",81,"Seefeld",112,"Wohnzone 3",2015,".",".",".",".",".",".","18800"
"Preis",81,"Seefeld",112,"Wohnzone 3",2014,".",".",".",".",".",".","14320"
"Preis",81,"Seefeld",112,"Wohnzone 3",2013,".",".",".",".",".",".","20670"
"Preis",81,"Seefeld",112,"Wohnzone 3",2012,".",".",".",".",".",".","16910"
"Preis",81,"Seefeld",112,"Wohnzone 3",2011,".",".",".",".",".",".","12340"
"Preis",81,"Seefeld",112,"Wohnzone 3",2010,".",".",".",".",".",".","10920"
"Preis",81,"Seefeld",112,"Wohnzone 3",2009,".",".",".",".",".",".","10640"
"Preis",81,"Seefeld",112,"Wohnzone 3",2008,".",".",".",".",".",".","."
"Zahl",81,"Seefeld",112,"Wohnzone 3",2021,"","","","","","","4"
"Zahl",81,"Seefeld",112,"Wohnzone 3",2020,"","","","","","","1–3"
"Zahl",81,"Seefeld",112,"Wohnzone 3",2019,"","","","","","",""
"Zahl",81,"Seefeld",112,"Wohnzone 3",2018,"1–3","","1–3","","","","1–3"
"Zahl",81,"Seefeld",112,"Wohnzone 3",2017,"","","","","","","5"
"Zahl",81,"Seefeld",112,"Wohnzone 3",2016,"","","","","","","1–3"
"Zahl",81,"Seefeld",112,"Wohnzone 3",2015,"","","","","","","4"
"Zahl",81,"Seefeld",112,"Wohnzone 3",2014,"","","","","","","5"
"Zahl",81,"Seefeld",112,"Wohnzone 3",2013,"","","","","","","1–3"
"Zahl",81,"Seefeld",112,"Wohnzone 3",2012,"","","","","","","7"
"Zahl",81,"Seefeld",112,"Wohnzone 3",2011,"","","","","","","1–3"
"Zahl",81,"Seefeld",112,"Wohnzone 3",2010,"","","","","","","10-12"
"Zahl",81,"Seefeld",112,"Wohnzone 3",2009,"","","","","","","9"
"Zahl",81,"Seefeld",112,"Wohnzone 3",2008,"","","","","","",""
"Preis",82,"Mühlebach",102,"Kernzonen",2021,".","21919","21919",".","15910","15910","18970"
"Preis",82,"Mühlebach",102,"Kernzonen",2020,".",".",".",".",".",".","9750"
"Preis",82,"Mühlebach",102,"Kernzonen",2019,".",".",".",".",".",".","17020"
"Preis",82,"Mühlebach",102,"Kernzonen",2018,"8492",".","8492","7241",".","7241","16110"
"Preis",82,"Mühlebach",102,"Kernzonen",2017,".",".",".",".",".",".","16790"
"Preis",82,"Mühlebach",102,"Kernzonen",2016,".",".",".",".",".",".","17550"
"Preis",82,"Mühlebach",102,"Kernzonen",2015,".",".",".",".",".",".","13420"
"Preis",82,"Mühlebach",102,"Kernzonen",2014,".",".",".",".",".",".","13990"
"Preis",82,"Mühlebach",102,"Kernzonen",2013,".",".",".",".",".",".","14060"
"Preis",82,"Mühlebach",102,"Kernzonen",2012,".",".",".",".",".",".","14510"
"Preis",82,"Mühlebach",102,"Kernzonen",2011,".",".",".",".",".",".","10000"
"Preis",82,"Mühlebach",102,"Kernzonen",2010,".",".",".",".",".",".","10920"
"Preis",82,"Mühlebach",102,"Kernzonen",2009,".",".",".",".",".",".","11910"
"Preis",82,"Mühlebach",102,"Kernzonen",2008,".",".",".",".",".",".","."
"Zahl",82,"Mühlebach",102,"Kernzonen",2021,"","1–3","1–3","","","","9"
"Zahl",82,"Mühlebach",102,"Kernzonen",2020,"","","","","","","1–3"
"Zahl",82,"Mühlebach",102,"Kernzonen",2019,"","","","","","","6"
"Zahl",82,"Mühlebach",102,"Kernzonen",2018,"1–3","","1–3","","","","6-8"
"Zahl",82,"Mühlebach",102,"Kernzonen",2017,"","","","","","","9"
"Zahl",82,"Mühlebach",102,"Kernzonen",2016,"","","","","","","25"
"Zahl",82,"Mühlebach",102,"Kernzonen",2015,"","","","","","","22"
"Zahl",82,"Mühlebach",102,"Kernzonen",2014,"","","","","","","8"
"Zahl",82,"Mühlebach",102,"Kernzonen",2013,"","","","","","","15"
"Zahl",82,"Mühlebach",102,"Kernzonen",2012,"","","","","","","24"
"Zahl",82,"Mühlebach",102,"Kernzonen",2011,"","","","","","","11"
"Zahl",82,"Mühlebach",102,"Kernzonen",2010,"","","","","","","17"
"Zahl",82,"Mühlebach",102,"Kernzonen",2009,"","","","","","","8"
"Zahl",82,"Mühlebach",102,"Kernzonen",2008,"","","","","","",""
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2021,"27284","27508","27508","22700","16212","17669","18970"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2020,"23618","35177","29397","6192","24749","15471","9750"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2019,"27596","38186","38186","11927","25371","18990","17020"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2018,"5698","41268","23483","2444","25607","14026","16110"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2017,"20147","39417","32924","11587","26666","23319","16790"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2016,"8845","47279","31187","2408","33898","21901","17550"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2015,".","48992","48992",".","31441","31441","13420"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2014,"22133","23820","23795","16203","15527","15865","13990"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2013,"21505","24337","24071","7895","14495","13268","14060"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2012,".","41263","41263",".","43346","43346","14510"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2011,"19647","19388","19388","7049","9111","7757","10000"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2010,"16222","40754","24112","7650","32402","8915","10920"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2009,"17648","10979","14063","8331","4625","5794","11910"
"Preis",82,"Mühlebach",103,"Quartiererhaltungszonen",2008,".","10303","10303",".","3188","3188","."
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2021,"1–3","3-5","5","","","","9"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2020,"1–3","1–3","1–3","","","","1–3"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2019,"1–3","4","6","","","","6"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2018,"1–3","1–3","1–3","","","","6-8"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2017,"1–3","1–3","5","","","","9"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2016,"1–3","1–3","4-6","","","","25"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2015,"","8","8","","","","22"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2014,"1–3","7","8","","","","8"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2013,"1–3","5-7","9","","","","15"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2012,"","16","16","","","","24"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2011,"6","5-7","12","","","","11"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2010,"1–3","8","12","","","","17"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2009,"4-6","1–3","7","","","","8"
"Zahl",82,"Mühlebach",103,"Quartiererhaltungszonen",2008,"","1–3","1–3","","","",""
"Preis",82,"Mühlebach",111,"Wohnzone 2",2021,".",".",".",".",".",".","18970"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2020,"5376",".","5376","3833",".","3833","9750"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2019,".",".",".",".",".",".","17020"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2018,".","22047","22047",".","505","505","16110"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2017,"11236","18255","17097","8169","5833","6989","16790"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2016,".",".",".",".",".",".","17550"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2015,".","15728","15728",".","10370","10370","13420"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2014,".","10714","10714",".","8780","8780","13990"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2013,".","21300","21300",".","14158","14158","14060"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2012,".","19906","19906",".","12764","12764","14510"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2011,".","12596","12596",".","6024","6024","10000"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2010,"7892","4552","4552","6338","2818","2818","10920"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2009,".","4313","4313",".","4791","4791","11910"
"Preis",82,"Mühlebach",111,"Wohnzone 2",2008,".",".",".",".",".",".","."
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2021,"","","","","","","9"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2020,"1–3","","1–3","","","","1–3"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2019,"","","","","","","6"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2018,"","1–3","1–3","","","","6-8"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2017,"1–3","1–3","1–3","","","","9"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2016,"","","","","","","25"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2015,"","1–3","1–3","","","","22"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2014,"","1–3","1–3","","","","8"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2013,"","6","6","","","","15"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2012,"","9-11","9","","","","24"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2011,"","1–3","1–3","","","","11"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2010,"1–3","1–3","1–3","","","","17"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2009,"","1–3","1–3","","","","8"
"Zahl",82,"Mühlebach",111,"Wohnzone 2",2008,"","","","","","",""
"Preis",82,"Mühlebach",112,"Wohnzone 3",2021,"11774",".","11774","5306",".","5306","18970"
"Preis",82,"Mühlebach",112,"Wohnzone 3",2020,"9577",".","9577","7226",".","7226","9750"
"Preis",82,"Mühlebach",112,"Wohnzone 3",2019,"5373","7997","6685","3742","6224","4983","17020"
"Preis",82,"Mühlebach",112,"Wohnzone 3",2018,"11318","15513","11413","8027","8892","8027","16110"
"Preis",82,"Mühlebach",112,"Wohnzone 3",2017,".","14571","14571",".","9413","9413","16790"
"Preis",82,"Mühlebach",112,"Wohnzone 3",2016,"8186","17825","17805",".","10376","10376","17550"
"Preis",82,"Mühlebach",112,"Wohnzone 3",2015,".","18110","18110",".","10646","10646","13420"
"Preis",82,"Mühlebach",112,"Wohnzone 3",2014,"11775","6787","6886","7404","262","3833","13990"
"Preis",82,"Mühlebach",112,"Wohnzone 3",2013,"12658","13006","13006","9166","6317","7742","14060"
"Preis",82,"Mühlebach",112,"Wohnzone 3",2012,"7988","8671","8330","5274","2147","3710","14510"
"Preis",82,"Mühlebach",112,"Wohnzone 3",2011,".","10746","10746",".","4227","4227","10000"
"Preis",82,"Mühlebach",112,"Wohnzone 3",2010,"9331","9221","9221","1625","4887","3230","10920"
"Preis",82,"Mühlebach",112,"Wohnzone 3",2009,"16467","13414","13450","8719","6714","7716","11910"
