"StichtagDatJahr","StichtagDatMonat","RaumeinheitSort","RaumeinheitLang","GliederungSort","GliederungLang","ZimmerSort","ZimmerLang","GemeinnuetzigSort","GemeinnuetzigLang","EinheitSort","EinheitLang","PreisartSort","PreisartLang","mean","meanl","meanu","qu10","qu10l","qu10u","qu25","qu25l","qu25u","qu50","qu50l","qu50u","qu75","qu75l","qu75u","qu90","qu90l","qu90u","Domain","Sample1","Sample2"
2022,"2022.04",4,"Quartiere",72,"Hottingen",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",25.39,23.39,27.39,14.74,13.98,17.24,19.34,16.01,22.59,25.37,23.62,28.46,30.03,28.1,32.74,35.59,30.89,46.38,1094,145,65
2022,"2022.04",4,"Quartiere",73,"Hirslanden",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.93,18.79,23.07,10.86,10.39,12.39,15.04,11.52,17.82,20.88,17.79,25.2,25.92,23.15,29.35,29.48,25.34,37.82,763,79,41
2022,"2022.04",4,"Quartiere",74,"Witikon",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",21.19,19.9,22.48,14.38,12.83,14.98,17.26,15.31,18.18,20.41,19.04,21.97,22.65,22,26.61,29.86,23.53,37.97,1161,240,49
2022,"2022.04",4,"Quartiere",81,"Seefeld",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",28.06,26.42,29.69,15.13,15.02,15.37,21.95,17.49,23.89,28.27,27.69,31.19,33.7,31.37,36.92,37.84,34.64,43.61,549,119,38
2022,"2022.04",4,"Quartiere",82,"Mühlebach",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",26.16,24.4,27.92,12.42,11.37,13.78,17.4,15.36,20.31,26.37,23.43,28.18,33.18,29.45,38.92,41.03,34.49,45.28,576,188,29
2022,"2022.04",4,"Quartiere",83,"Weinegg",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",21.03,19.34,22.72,13.95,12.23,14.77,15.55,14.17,16.43,19.76,17.16,22.07,24.71,21.84,29.02,30.89,28.32,40.36,512,91,32
2022,"2022.04",4,"Quartiere",91,"Albisrieden",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",18.84,18.31,19.38,12.07,11.73,12.95,14.7,14.35,15.35,17.68,16.84,18.57,22.7,21.02,23.91,26.1,24.36,28.29,2273,830,63
2022,"2022.04",4,"Quartiere",92,"Altstetten",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",17.97,17.26,18.68,11.53,11.18,12.04,13.14,12.79,14.22,17,15.99,17.52,22.56,21.39,23.72,27.11,23.83,27.44,3054,968,62
2022,"2022.04",4,"Quartiere",101,"Höngg",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",19.89,19.21,20.57,12.75,12.45,12.76,14.71,14.23,15.48,19.14,18.14,19.76,23.61,21.24,25.64,28.33,26.62,32.67,2593,989,61
2022,"2022.04",4,"Quartiere",102,"Wipkingen",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",19.52,18.6,20.45,10.87,10.53,11.4,13.8,12.68,15.91,17.99,16.96,19.46,24.95,21.99,25.79,30.76,25.84,32.73,1399,378,62
2022,"2022.04",4,"Quartiere",111,"Affoltern",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",16.5,16.03,16.98,12.13,11.67,12.58,13.57,13.37,13.85,15.77,15.05,16.25,19.76,18.39,20.57,22,20.76,23.9,2934,1351,81
2022,"2022.04",4,"Quartiere",115,"Oerlikon",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",18.29,17.48,19.1,11.77,11.34,11.97,14.25,12.77,15.32,17.97,17.2,19,20.83,20,21.67,25.32,22.17,30.1,2132,718,63
2022,"2022.04",4,"Quartiere",119,"Seebach",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",18.05,17.51,18.59,11.8,11.63,12.04,14.32,14.06,14.62,17.47,17.29,17.91,20.99,19.96,22,24.15,22.18,28.13,2444,991,79
2022,"2022.04",4,"Quartiere",121,"Saatlen",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",13.77,13.43,14.12,8.51,8.51,10,11.18,9.32,11.91,13.67,12.76,14.04,15.84,15.66,16.09,18.23,17.52,18.65,1161,654,32
2022,"2022.04",4,"Quartiere",122,"Schwamendingen-Mitte",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",16.2,15.43,16.96,8.9,8.88,8.95,12.86,11.9,13.56,16.31,14.03,16.66,18.45,16.98,19.7,23.71,19.69,27.47,814,245,52
2022,"2022.04",4,"Quartiere",123,"Hirzenbach",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",16.17,15.93,16.42,10.51,9.67,10.8,12.35,11.82,12.94,15.76,15.56,16.3,18.48,18.19,19.57,22.5,21.83,23.21,1236,677,57
2022,"2022.04",4,"Quartiere",0,"Ganze Stadt",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1584,1569,1599,900,890,919,1190,1177,1205,1500,1490,1525,1884,1855,1915,2350,2307,2410,46692,13545,1742
2022,"2022.04",4,"Quartiere",11,"Rathaus",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1840,1733,1946,815,814,825,1184,1096,1351,1843,1692,2113,2400,2314,2780,2968,2559,3161,704,264,42
2022,"2022.04",4,"Quartiere",12,"Hochschulen",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1962,1802,2122,1014,754,1373,1460,1181,1622,2022,1843,2267,2477,2307,2654,2666,2489,2791,53,18,17
2022,"2022.04",4,"Quartiere",13,"Lindenhof",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2035,1892,2179,753,691,948,1349,1035,1420,2122,1905,2296,2492,2391,2722,2912,2676,3836,259,83,28
2022,"2022.04",4,"Quartiere",14,"City",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2038,1896,2179,1429,1361,1449,1455,1448,1480,1600,1556,1750,2282,2209,2656,2993,2654,3953,60,20,19
2022,"2022.04",4,"Quartiere",21,"Wollishofen",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1490,1443,1538,821,775,934,1096,1034,1205,1498,1395,1558,1895,1790,2000,2200,2072,2310,2193,585,74
2022,"2022.04",4,"Quartiere",23,"Leimbach",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1526,1445,1607,938,922,937,1051,958,1370,1453,1369,1496,1750,1552,1970,2220,1800,2950,518,242,23
2022,"2022.04",4,"Quartiere",24,"Enge",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2009,1887,2132,1173,1020,1353,1460,1352,1682,1935,1713,2150,2500,2427,2956,2985,2690,3345,1009,168,59
2022,"2022.04",4,"Quartiere",31,"Alt-Wiedikon",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1570,1513,1627,1077,1035,1141,1282,1165,1377,1522,1425,1589,1760,1667,1939,2055,1945,2478,2558,549,76
2022,"2022.04",4,"Quartiere",33,"Friesenberg",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1089,1055,1122,625,624,626,765,760,766,1021,972,1081,1430,1303,1530,1663,1620,1754,817,544,21
2022,"2022.04",4,"Quartiere",34,"Sihlfeld",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1516,1448,1583,879,812,968,1173,1113,1296,1457,1391,1564,1782,1659,1978,2202,2040,2529,2978,618,85
2022,"2022.04",4,"Quartiere",41,"Werd",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1895,1792,1998,1196,1028,1483,1560,1464,1670,1828,1716,1950,2157,2016,2420,2518,2263,3087,573,129,57
2022,"2022.04",4,"Quartiere",42,"Langstrasse",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1783,1734,1833,1076,1033,1192,1298,1225,1468,1772,1691,1859,2055,1943,2250,2614,2358,2778,1760,484,71
2022,"2022.04",4,"Quartiere",44,"Hard",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1326,1293,1358,782,765,801,935,918,991,1205,1161,1248,1586,1505,1660,2050,1950,2111,1742,754,89
2022,"2022.04",4,"Quartiere",51,"Gewerbeschule",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1623,1549,1698,841,841,862,1200,1173,1275,1550,1490,1692,1973,1850,2106,2576,2062,2685,1126,350,62
2022,"2022.04",4,"Quartiere",52,"Escher Wyss",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1993,1925,2061,1091,955,1142,1400,1214,1566,2070,1960,2210,2496,2370,2662,2790,2742,2908,569,276,34
2022,"2022.04",4,"Quartiere",61,"Unterstrass",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1522,1444,1600,856,832,895,1188,1034,1306,1480,1403,1573,1855,1709,2038,2300,2038,2496,2327,569,53
2022,"2022.04",4,"Quartiere",63,"Oberstrass",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1824,1668,1980,1297,1177,1310,1433,1314,1597,1769,1589,1880,1965,1880,2147,2411,2026,3272,927,109,54
2022,"2022.04",4,"Quartiere",71,"Fluntern",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1934,1815,2054,1197,1103,1404,1485,1400,1563,1889,1565,2022,2311,2086,2605,2859,2574,3144,568,108,38
2022,"2022.04",4,"Quartiere",72,"Hottingen",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1774,1674,1874,1103,950,1330,1386,1282,1525,1712,1601,1969,2175,2000,2335,2452,2199,2650,987,183,58
2022,"2022.04",4,"Quartiere",73,"Hirslanden",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1761,1664,1859,1079,980,1133,1343,1163,1500,1739,1650,1790,2156,1801,2475,2500,2356,3268,666,115,45
2022,"2022.04",4,"Quartiere",74,"Witikon",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1515,1432,1599,893,858,1201,1240,944,1350,1544,1422,1636,1766,1670,1900,1970,1866,2225,732,178,53
2022,"2022.04",4,"Quartiere",81,"Seefeld",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2128,2022,2234,1261,1122,1430,1545,1430,1671,2109,1866,2250,2575,2390,2946,3104,2888,3521,957,211,43
2022,"2022.04",4,"Quartiere",82,"Mühlebach",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2060,1965,2155,1175,965,1364,1492,1361,1651,2060,1910,2153,2611,2370,2741,3000,2856,3396,876,283,38
2022,"2022.04",4,"Quartiere",83,"Weinegg",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1776,1668,1885,1029,962,1357,1441,1245,1728,1824,1739,2013,2194,2018,2286,2377,2200,2507,478,74,32
2022,"2022.04",4,"Quartiere",91,"Albisrieden",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1573,1511,1634,880,849,924,1194,1125,1295,1442,1382,1529,1873,1630,2085,2402,2120,2700,2542,836,63
2022,"2022.04",4,"Quartiere",92,"Altstetten",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1590,1534,1646,1007,842,1106,1264,1183,1294,1490,1406,1657,1828,1699,2072,2290,2186,2476,4430,983,64
2022,"2022.04",4,"Quartiere",101,"Höngg",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1518,1401,1635,896,871,925,1199,1156,1295,1550,1465,1600,1691,1609,1789,2169,1745,2416,1975,666,52
2022,"2022.04",4,"Quartiere",102,"Wipkingen",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1517,1425,1609,818,781,889,1068,1005,1170,1455,1329,1536,1793,1649,2010,2289,2010,2796,2038,565,70
2022,"2022.04",4,"Quartiere",111,"Affoltern",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1348,1288,1407,934,924,968,1078,1061,1104,1248,1196,1314,1468,1391,1550,1820,1633,2100,2023,752,67
2022,"2022.04",4,"Quartiere",115,"Oerlikon",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1667,1600,1733,1061,1008,1222,1331,1298,1469,1570,1500,1600,1870,1755,2142,2375,2150,2554,2842,696,75
2022,"2022.04",4,"Quartiere",119,"Seebach",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1445,1402,1488,973,888,1094,1173,1122,1252,1420,1350,1540,1765,1651,1865,1948,1867,2178,2337,746,61
2022,"2022.04",4,"Quartiere",121,"Saatlen",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1182,1153,1210,777,773,788,903,900,911,1072,1064,1153,1347,1304,1439,1689,1535,1740,596,398,30
2022,"2022.04",4,"Quartiere",122,"Schwamendingen-Mitte",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1283,1203,1362,843,798,899,1028,956,1106,1301,1198,1403,1565,1469,1680,1740,1608,1903,1258,323,52
2022,"2022.04",4,"Quartiere",123,"Hirzenbach",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1282,1243,1321,690,687,707,841,833,995,1302,1266,1364,1560,1460,1630,1812,1743,1878,1214,666,37
2022,"2022.04",4,"Quartiere",0,"Ganze Stadt",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1789,1773,1805,943,931,954,1250,1225,1268,1670,1650,1690,2152,2135,2200,2791,2750,2850,74180,23356,1908
2022,"2022.04",4,"Quartiere",11,"Rathaus",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2391,2241,2542,1013,974,1054,1503,1340,1651,2293,2048,2471,3091,2672,3531,3818,3480,4451,490,169,40
2022,"2022.04",4,"Quartiere",12,"Hochschulen",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2612,2471,2753,1352,1080,1698,1853,1780,2030,2360,2287,2534,2740,2700,3520,4371,3850,5503,50,18,22
2022,"2022.04",4,"Quartiere",13,"Lindenhof",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2974,2735,3212,1247,1107,1409,1823,1605,2106,2926,2580,3085,3797,3578,4131,4735,3967,6124,181,54,31
2022,"2022.04",4,"Quartiere",14,"City",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2410,2244,2576,1326,1227,1372,1604,1561,1830,2550,1978,2823,3021,2700,3278,3336,3041,4288,115,31,18
2022,"2022.04",4,"Quartiere",21,"Wollishofen",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1864,1778,1950,914,892,957,1206,1205,1262,1695,1629,1896,2299,2150,2592,2940,2718,3508,3345,1016,77
2022,"2022.04",4,"Quartiere",23,"Leimbach",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1668,1621,1714,1098,1073,1125,1239,1205,1315,1648,1525,1715,1973,1811,2047,2236,2174,2445,712,367,26
2022,"2022.04",4,"Quartiere",24,"Enge",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2429,2281,2578,1215,1111,1319,1515,1462,1609,2197,1989,2547,3250,2795,3763,3893,3620,4233,1512,312,62
2022,"2022.04",4,"Quartiere",31,"Alt-Wiedikon",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1898,1809,1986,1148,1090,1339,1444,1338,1578,1959,1710,2052,2245,2109,2490,2739,2331,2882,3119,593,66
2022,"2022.04",4,"Quartiere",33,"Friesenberg",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1367,1339,1394,854,853,856,985,966,994,1268,1230,1303,1546,1530,1602,1983,1862,2285,1326,971,36
2022,"2022.04",4,"Quartiere",34,"Sihlfeld",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1660,1581,1739,860,764,919,1062,997,1191,1650,1534,1760,1974,1913,2147,2650,2290,2898,5506,1204,76
2022,"2022.04",4,"Quartiere",41,"Werd",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2179,2076,2281,1363,985,1617,1697,1617,1828,2022,1942,2163,2650,2350,2981,3172,2876,3572,840,188,53
2022,"2022.04",4,"Quartiere",42,"Langstrasse",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2003,1913,2094,1187,943,1225,1379,1309,1526,1831,1692,2030,2350,2274,2680,3256,3062,3601,2402,606,61
2022,"2022.04",4,"Quartiere",44,"Hard",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1460,1402,1518,852,827,873,968,934,984,1267,1203,1361,1783,1628,1848,2309,2097,2650,2897,1352,58
2022,"2022.04",4,"Quartiere",51,"Gewerbeschule",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1652,1555,1750,857,797,911,1006,946,1046,1683,1452,1758,2083,1873,2389,2699,2207,2909,1985,648,48
2022,"2022.04",4,"Quartiere",52,"Escher Wyss",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2572,2453,2690,1032,1022,1067,1900,1655,2089,2629,2500,2825,3154,3046,3346,3620,3462,3928,836,399,39
2022,"2022.04",4,"Quartiere",61,"Unterstrass",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1705,1625,1784,903,803,976,1110,1084,1133,1530,1490,1650,2297,2007,2411,2795,2450,2929,4213,1336,68
2022,"2022.04",4,"Quartiere",63,"Oberstrass",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2203,2096,2310,1187,971,1307,1668,1460,1821,2187,1990,2399,2736,2555,2986,3184,2911,3330,1200,249,64
2022,"2022.04",4,"Quartiere",71,"Fluntern",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2879,2714,3043,1567,1352,1986,2099,1821,2283,2727,2319,2940,3640,3400,3883,4249,3871,4829,770,182,45
2022,"2022.04",4,"Quartiere",72,"Hottingen",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2389,2213,2566,1307,880,1744,1841,1711,2052,2400,2212,2534,2907,2564,2990,3200,2990,4280,1301,199,76
2022,"2022.04",4,"Quartiere",73,"Hirslanden",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1933,1830,2036,1097,1045,1166,1500,1169,1608,1961,1761,2116,2306,2202,2531,2691,2493,3194,1264,194,54
2022,"2022.04",4,"Quartiere",74,"Witikon",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1826,1751,1902,1330,1212,1408,1475,1389,1603,1800,1686,1908,2060,1932,2232,2527,2220,2858,1510,337,52
2022,"2022.04",4,"Quartiere",81,"Seefeld",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2647,2507,2788,1363,1193,1562,1863,1617,2203,2700,2458,2889,3153,2944,3481,4030,3366,4306,1167,268,45
2022,"2022.04",4,"Quartiere",82,"Mühlebach",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2436,2282,2591,1141,1029,1320,1695,1477,1860,2350,2201,2505,2900,2800,3302,3634,3413,4000,1029,315,48
2022,"2022.04",4,"Quartiere",83,"Weinegg",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2109,1985,2234,1116,1098,1281,1526,1280,1650,2083,1780,2288,2653,2351,2984,3191,2921,3667,830,128,35
2022,"2022.04",4,"Quartiere",91,"Albisrieden",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1617,1579,1654,810,794,837,1082,1045,1185,1550,1490,1608,1993,1905,2177,2515,2340,2570,4056,1393,75
2022,"2022.04",4,"Quartiere",92,"Altstetten",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1646,1590,1702,973,935,1065,1281,1224,1323,1539,1425,1625,1946,1861,2022,2500,2420,2670,6626,1838,96
2022,"2022.04",4,"Quartiere",101,"Höngg",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1830,1733,1927,1010,950,1160,1344,1263,1472,1780,1662,1900,2143,2020,2326,2783,2390,3009,3684,1384,60
2022,"2022.04",4,"Quartiere",102,"Wipkingen",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1659,1571,1747,915,865,968,1125,1074,1286,1601,1519,1636,1982,1877,2164,2399,2169,2961,3400,972,66
2022,"2022.04",4,"Quartiere",111,"Affoltern",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1590,1544,1636,1137,1103,1150,1286,1239,1329,1484,1400,1520,1810,1756,2023,2169,2095,2242,3906,1685,84
2022,"2022.04",4,"Quartiere",115,"Oerlikon",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1904,1833,1975,1207,1050,1333,1542,1334,1713,1830,1800,1921,2137,2008,2350,2650,2420,2930,3976,977,68
2022,"2022.04",4,"Quartiere",119,"Seebach",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1702,1652,1753,1036,1020,1072,1280,1244,1380,1629,1560,1668,2021,1850,2170,2515,2343,2816,4067,1363,77
2022,"2022.04",4,"Quartiere",121,"Saatlen",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1349,1320,1378,890,880,936,1063,1045,1096,1279,1255,1334,1626,1589,1685,1818,1770,1886,1111,637,47
2022,"2022.04",4,"Quartiere",122,"Schwamendingen-Mitte",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1407,1365,1448,813,782,859,1063,1037,1103,1564,1388,1614,1734,1681,1750,1830,1759,1955,2340,706,84
2022,"2022.04",4,"Quartiere",123,"Hirzenbach",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1369,1333,1404,807,807,815,943,910,975,1418,1308,1519,1650,1625,1686,1941,1742,2059,2414,1265,51
2022,"2022.04",4,"Quartiere",0,"Ganze Stadt",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2185,2164,2206,1200,1186,1227,1527,1505,1550,1982,1950,2009,2637,2600,2680,3389,3334,3461,40897,13851,1713
2022,"2022.04",4,"Quartiere",11,"Rathaus",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2953,2760,3146,1185,1108,1495,2000,1688,2459,2751,2538,3174,3753,3198,3948,4513,3943,4890,221,70,30
2022,"2022.04",4,"Quartiere",12,"Hochschulen",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",3406,3155,3656,1274,1211,1475,2412,2156,2582,3504,2878,3716,4400,3908,5679,5439,4400,7389,54,18,15
2022,"2022.04",4,"Quartiere",13,"Lindenhof",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2877,2574,3179,1455,1044,1628,1747,1494,1998,2792,1975,3550,4148,3584,4462,4605,4227,5439,104,29,20
2022,"2022.04",4,"Quartiere",14,"City",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2442,2305,2580,1245,1026,1348,1416,1401,1449,2143,1921,2308,3207,2770,3755,4302,3675,6303,80,43,15
2022,"2022.04",4,"Quartiere",21,"Wollishofen",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2232,2130,2333,1078,1030,1186,1369,1348,1517,1900,1836,2071,2780,2500,3137,3484,3242,3945,1977,599,71
2022,"2022.04",4,"Quartiere",23,"Leimbach",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1851,1807,1896,1287,1240,1318,1407,1342,1441,1752,1661,1846,2199,2107,2244,2505,2461,2603,713,400,37
2022,"2022.04",4,"Quartiere",24,"Enge",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",3000,2798,3202,1504,1235,1962,2264,2001,2530,2750,2578,3252,3644,3299,3882,4390,3918,6286,1030,231,58
2022,"2022.04",4,"Quartiere",31,"Alt-Wiedikon",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2402,2270,2534,1345,1280,1693,2013,1699,2118,2342,2180,2490,2928,2528,3135,3340,2950,3973,1289,276,55
2022,"2022.04",4,"Quartiere",33,"Friesenberg",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1681,1654,1709,1086,1086,1106,1279,1249,1311,1595,1578,1634,1895,1877,1945,2252,2173,2382,1286,913,57
2022,"2022.04",4,"Quartiere",34,"Sihlfeld",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2051,1960,2143,1047,963,1148,1532,1268,1602,1907,1750,1975,2505,2177,2922,3251,2931,3558,1611,256,73
2022,"2022.04",4,"Quartiere",41,"Werd",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2596,2436,2756,1455,1274,1574,1755,1573,1866,2446,2015,2751,3435,2873,3933,3985,3592,4845,448,70,50
2022,"2022.04",4,"Quartiere",42,"Langstrasse",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2392,2275,2508,1644,1130,1778,1798,1702,1925,2160,1950,2343,2939,2396,3260,3500,3322,4274,858,124,48
2022,"2022.04",4,"Quartiere",44,"Hard",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1741,1686,1795,1011,989,1033,1198,1168,1218,1486,1433,1596,2366,2019,2510,2778,2603,3022,890,470,49
2022,"2022.04",4,"Quartiere",51,"Gewerbeschule",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",1947,1836,2058,1082,1040,1106,1434,1219,1733,1850,1742,2166,2421,2012,2645,2852,2575,3259,889,304,36
2022,"2022.04",4,"Quartiere",52,"Escher Wyss",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2902,2750,3053,1579,1490,1758,2249,1905,2398,2748,2532,3153,3634,3387,3900,4324,3829,4823,499,181,33
2022,"2022.04",4,"Quartiere",61,"Unterstrass",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2206,2142,2269,1276,1241,1339,1490,1428,1535,2000,1916,2157,2797,2700,2898,3500,3150,3765,2442,823,74
2022,"2022.04",4,"Quartiere",63,"Oberstrass",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",2705,2463,2946,1254,1038,1494,1607,1467,2088,2431,2132,2763,3330,2879,3732,3950,3576,4490,1067,201,60
2022,"2022.04",4,"Quartiere",71,"Fluntern",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",2,"Brutto",3052,2843,3261,1720,1013,2019,2108,1883,2510,3161,2711,3363,3818,3360,4071,4573,3945,4934,744,143,37
