"StichtagDatJahr","StichtagDatMonat","RaumeinheitSort","RaumeinheitLang","GliederungSort","GliederungLang","ZimmerSort","ZimmerLang","GemeinnuetzigSort","GemeinnuetzigLang","EinheitSort","EinheitLang","PreisartSort","PreisartLang","mean","meanl","meanu","qu10","qu10l","qu10u","qu25","qu25l","qu25u","qu50","qu50l","qu50u","qu75","qu75l","qu75u","qu90","qu90l","qu90u","Domain","Sample1","Sample2"
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1423,1409,1438,781,774,796,1046,1030,1060,1336,1310,1360,1712,1690,1750,2155,2120,2200,46692,13488,1714
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1847,1781,1913,1091,1050,1131,1405,1306,1526,1950,1821,2080,2227,2080,2380,2490,2273,2914,1498,488,60
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1612,1584,1640,930,900,957,1270,1240,1310,1523,1500,1560,1960,1900,2040,2350,2319,2449,13182,3066,473
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1444,1423,1466,818,804,832,1099,1078,1130,1377,1339,1405,1701,1682,1758,2099,2036,2160,20055,5902,753
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1165,1119,1210,691,679,718,880,856,913,1143,1096,1160,1313,1267,1390,1650,1532,1819,6782,2343,249
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1079,1037,1121,662,652,694,810,777,840,1005,950,1067,1225,1138,1245,1396,1310,1527,5175,1689,179
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1599,1584,1615,796,785,808,1080,1065,1095,1470,1451,1495,1951,1920,2000,2557,2500,2600,74180,23293,1865
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",2299,2171,2427,1181,1094,1292,1471,1389,1545,2423,1951,2653,2977,2686,3149,3269,3066,3700,1662,493,39
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1825,1787,1864,855,819,898,1350,1270,1400,1750,1700,1830,2250,2200,2328,2723,2650,2865,16917,4309,421
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1702,1678,1726,846,824,867,1200,1175,1246,1589,1556,1629,2100,2014,2179,2650,2578,2720,31466,9730,784
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1349,1322,1376,756,739,783,1000,978,1024,1297,1263,1340,1617,1531,1700,1933,1849,2033,12702,4637,346
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1158,1121,1194,725,709,746,885,851,899,1069,1048,1099,1362,1310,1413,1650,1569,1764,11433,4124,275
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1964,1944,1983,1033,1018,1050,1347,1323,1367,1787,1758,1800,2394,2350,2443,3100,3056,3200,40897,13791,1657
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",2574,2497,2650,1374,1261,1488,1609,1530,1735,2826,2514,3109,3407,3169,3523,3601,3521,3791,1149,448,33
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",2292,2237,2347,1156,1084,1196,1594,1528,1663,2121,2029,2229,2899,2762,2980,3500,3309,3706,6985,1845,288
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",2105,2072,2139,1113,1083,1143,1500,1461,1531,1950,1920,1983,2502,2455,2600,3226,3080,3322,16982,5602,675
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1726,1694,1759,1000,969,1052,1292,1272,1320,1591,1556,1636,2058,1974,2121,2500,2398,2690,8605,3490,327
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",1,"Wohnung",1,"Netto",1497,1458,1535,881,857,915,1105,1076,1132,1362,1302,1403,1719,1669,1822,2275,2080,2491,7176,2406,334
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",925,917,933,609,603,620,706,699,716,868,862,880,1065,1057,1083,1310,1291,1335,11106,7152,504
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1211,1172,1251,925,910,990,1045,953,1104,1146,1121,1187,1312,1249,1356,1535,1407,1675,420,280,24
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",930,913,947,597,581,624,695,678,715,859,837,894,1083,1048,1114,1347,1312,1445,1924,1174,103
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",962,948,977,633,625,644,737,724,750,903,884,914,1125,1111,1155,1366,1323,1400,4894,3127,218
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",864,850,877,591,583,619,681,673,697,828,807,849,985,957,1018,1152,1114,1184,2294,1550,107
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",816,799,833,571,549,594,652,637,678,786,777,808,935,915,969,1064,1063,1103,1574,1021,52
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1027,1018,1035,667,662,677,773,765,782,964,953,974,1198,1186,1211,1472,1459,1500,22955,14593,605
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1387,1323,1451,1087,996,1172,1182,1170,1292,1305,1281,1440,1537,1461,1597,1727,1568,1954,607,360,13
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1018,989,1048,643,625,667,742,723,764,918,893,945,1187,1150,1220,1520,1438,1570,3520,2205,74
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1080,1066,1093,687,677,694,790,781,808,998,990,1025,1288,1261,1311,1547,1527,1578,9305,5902,269
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1001,986,1016,660,643,677,765,746,785,942,916,971,1172,1148,1200,1393,1350,1431,4946,3236,152
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",906,892,919,643,638,652,745,733,761,893,884,910,1027,1010,1052,1196,1161,1212,4577,2890,97
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1342,1334,1350,858,845,860,1043,1029,1057,1295,1286,1312,1578,1565,1600,1850,1827,1882,14925,9246,604
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1635,1572,1698,1254,1199,1271,1372,1271,1461,1530,1490,1634,1768,1726,1807,2041,1863,2207,532,304,12
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1333,1311,1355,834,759,881,995,927,1027,1236,1203,1270,1592,1544,1648,1907,1815,2019,1567,937,49
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1427,1412,1442,877,860,893,1087,1067,1116,1425,1400,1450,1711,1693,1734,1950,1943,1983,6042,3709,243
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1321,1306,1335,860,847,899,1073,1044,1105,1302,1285,1323,1529,1511,1551,1758,1716,1787,3935,2596,145
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",1,"Gemeinnützig",1,"Wohnung",1,"Netto",1141,1124,1158,804,780,823,919,892,960,1120,1100,1136,1295,1266,1338,1506,1454,1558,2849,1700,155
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1579,1560,1598,1046,1007,1070,1225,1210,1245,1466,1450,1500,1858,1820,1900,2270,2220,2320,35586,6336,1210
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2095,2004,2186,1650,1491,1819,1869,1750,1991,2060,1950,2200,2312,2179,2490,2529,2274,2935,1078,208,36
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1729,1696,1762,1216,1171,1260,1400,1380,1430,1600,1560,1690,2050,1973,2118,2389,2325,2497,11258,1892,370
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1600,1572,1628,1108,1079,1160,1261,1230,1300,1500,1466,1544,1819,1770,1884,2200,2120,2280,15161,2775,535
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1318,1250,1387,928,860,980,1096,1048,1149,1221,1195,1268,1418,1348,1520,1852,1679,2025,4488,793,142
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1194,1134,1254,770,729,840,915,840,966,1117,1069,1156,1256,1230,1319,1500,1360,2005,3601,668,127
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1856,1833,1878,1130,1095,1166,1392,1369,1411,1713,1691,1742,2206,2168,2245,2725,2670,2790,51225,8700,1260
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2823,2626,3021,2102,1576,2598,2534,2011,2685,2799,2634,3050,3130,2917,3326,3338,3068,3970,1055,133,26
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2037,1989,2086,1362,1267,1410,1572,1512,1610,1943,1860,2000,2360,2299,2460,2858,2700,3010,13397,2104,347
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1963,1929,1997,1276,1250,1338,1500,1466,1546,1800,1761,1850,2292,2238,2365,2780,2723,2884,22161,3828,515
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1571,1528,1614,1082,1023,1157,1271,1230,1330,1463,1418,1530,1781,1725,1846,2089,2002,2200,7756,1401,194
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1326,1266,1386,887,779,941,1046,995,1073,1259,1148,1325,1500,1450,1631,1858,1687,2122,6856,1234,178
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2321,2291,2352,1400,1370,1450,1714,1669,1754,2171,2127,2200,2750,2700,2825,3428,3320,3521,25972,4545,1053
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",3383,3252,3514,2826,2616,3170,3071,2828,3359,3354,3116,3520,3543,3505,3640,3791,3598,4156,617,144,21
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2570,2499,2640,1581,1500,1740,1920,1850,1980,2421,2314,2600,3070,2950,3193,3682,3500,3957,5418,908,239
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2480,2429,2531,1580,1467,1651,1900,1841,1950,2310,2270,2374,2870,2750,2948,3560,3397,3659,10940,1893,432
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",2068,2010,2126,1420,1316,1500,1610,1551,1694,1962,1882,2050,2280,2204,2480,2819,2694,3044,4670,894,182
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",2,"Nicht gemeinnützig",1,"Wohnung",1,"Netto",1731,1668,1793,1090,1034,1157,1272,1234,1379,1591,1537,1660,1988,1880,2155,2550,2405,2808,4327,706,179
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",24.87,24.62,25.11,13.98,13.81,14.21,18.14,17.71,18.57,23.8,23.58,24.29,30.01,29.45,30.71,36.58,35.87,37.16,46692,13488,1714
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",29.78,28.87,30.7,17.61,16.73,18.72,22.54,21.07,24.38,31.24,29.1,33.22,35.86,35.22,39.02,39.9,37.55,45.1,1498,488,60
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",28.54,28.04,29.04,16.47,16.05,17.17,22.6,21.79,23.52,27.73,27.12,28.26,33.42,32.64,34.92,41.16,39.5,42.52,13182,3066,473
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",25.07,24.72,25.42,14.28,14.02,14.64,19.09,18.6,19.29,24.66,23.79,25,30.35,29.61,31.16,36.45,35.57,36.96,20055,5902,753
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.59,19.83,21.35,12.95,12.48,13.46,15.68,15.25,16.08,19.77,19.07,20.55,23.57,23.08,24.35,28.19,26.81,29.46,6782,2343,249
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",18.89,18.32,19.46,12.58,12.3,13.02,14.41,13.84,15.17,18.33,17.4,18.97,22.54,21.38,23.78,25.81,24.85,27.27,5175,1689,179
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.91,20.71,21.11,11.79,11.64,11.95,14.7,14.49,14.95,19.86,19.6,20.13,25.42,25,26,31.7,30.92,32.32,74180,23293,1865
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",26.24,24.94,27.54,13.6,13.16,16.08,17.09,16.75,17.69,27.14,25.01,28.81,32.58,28.84,36.19,36.36,32.78,39.93,1662,493,39
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",23.96,23.45,24.48,12.76,12.33,13.33,18.42,17.56,19.12,23.51,22.73,24.33,28.69,28,30,34.71,33.4,37.01,16917,4309,421
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",22,21.69,22.31,12.38,12.16,12.65,16.12,15.88,16.39,21.37,20.76,21.82,26.87,26.25,27.41,32.62,31.67,33.4,31466,9730,784
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",17.87,17.5,18.25,11.45,11.19,11.72,13.53,13.33,14.09,17.39,17,17.87,21.36,20.85,21.73,24.52,23.68,25.29,12702,4637,346
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",15.98,15.57,16.4,10.54,10.11,10.95,12.3,11.98,12.68,14.98,14.49,15.42,18.66,17.76,19.33,22.11,20.92,23.72,11433,4124,275
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",19.49,19.31,19.68,11.63,11.53,11.79,14.08,13.93,14.23,18.02,17.82,18.23,23.41,23.07,23.78,29.51,28.82,30.27,40897,13791,1657
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",23.61,22.88,24.35,12.85,12.59,13.8,15.47,15.15,15.92,25.98,21.46,27.37,30.07,28.23,31.35,35.37,31.13,35.79,1149,448,33
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",22.79,22.27,23.31,12.97,12.46,13.48,17.22,16.19,17.69,22,21.42,22.8,27.69,26.63,28.56,32.66,31.54,35.04,6985,1845,288
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",20.63,20.33,20.93,12.22,11.99,12.56,15.04,14.81,15.32,19.67,19.21,20.06,24.81,23.93,25.38,30.56,29.82,31.81,16982,5602,675
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",17.23,16.9,17.56,11.45,11.25,11.78,13.43,13.23,13.66,16.46,16.21,16.65,19.9,19.34,20.45,23.74,22.77,25.04,8605,3490,327
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",0,"Alle Wohnungen",2,"Quadratmeter",1,"Netto",15.63,15.21,16.05,10.45,10.24,10.7,12.22,12.01,12.45,14.67,14.21,15.19,17.94,17.3,18.34,21.84,20.21,23.37,7176,2406,334
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",16.14,16,16.27,11.65,11.5,11.78,13.07,12.96,13.2,15.34,15.15,15.56,18.11,17.87,18.39,21.59,21.29,21.88,11106,7152,504
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",19.4,18.73,20.07,14.22,13.75,16.67,16.89,14.58,17.45,18.78,18.44,19.6,21.29,20.34,22.06,23.5,22.6,26.36,420,280,24
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",16.51,16.23,16.79,11.72,11.35,11.91,13,12.78,13.35,15.7,15.2,16.05,18.39,18.13,19.19,23.05,22.32,23.5,1924,1174,103
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",16.57,16.31,16.82,11.94,11.76,12.1,13.33,13.12,13.51,15.63,15.44,15.84,18.69,18.37,19.25,22,21.57,22.48,4894,3127,218
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.2,14.97,15.42,11.36,10.98,11.65,12.79,12.42,13.09,14.93,14.63,15.14,16.76,16.44,17.36,19.27,18.65,20.16,2294,1550,107
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.82,14.56,15.08,10.88,10.47,11.24,12.42,12.1,12.58,14,13.82,14.34,16.82,16.15,17.27,19.42,18.99,19.92,1574,1021,52
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.14,14.04,14.25,10.37,10.3,10.47,11.69,11.59,11.79,13.48,13.38,13.59,15.97,15.81,16.11,18.46,18.23,18.7,22955,14593,605
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",16.41,15.64,17.18,13.06,12.81,14.19,13.59,13.15,15.87,16.09,15.78,16.52,17.17,16.87,18.03,21.66,18.5,23.47,607,360,13
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.41,14.02,14.8,10.17,9.97,10.37,11.37,11.17,11.77,13.51,13.21,13.84,16.54,15.98,17.07,19.64,18.64,20.04,3520,2205,74
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.63,14.47,14.79,10.58,10.38,10.76,11.95,11.8,12.12,14.08,13.88,14.26,16.58,16.36,16.8,19.16,18.72,19.5,9305,5902,269
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.77,13.56,13.97,10.32,10.05,10.59,11.63,11.43,11.86,13.28,13.04,13.4,15.24,14.86,15.73,17.94,17.5,18.3,4946,3236,152
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.07,12.88,13.26,9.99,9.82,10.28,11.24,11.09,11.48,12.79,12.58,12.97,14.48,14.29,14.86,16.46,16.04,16.87,4577,2890,97
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.98,13.89,14.07,10.17,9.96,10.4,11.83,11.74,11.96,13.72,13.63,13.82,15.67,15.53,15.79,18.05,17.78,18.2,14925,9246,604
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",15.8,15.14,16.45,12.53,12.01,12.83,13.07,12.6,13.86,15.35,14.96,15.73,16.76,16.37,17.36,19.7,18.46,20.98,532,304,12
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.09,13.84,14.34,9.96,9.77,10.52,11.76,11.56,12.09,13.83,13.48,14.21,15.58,15.35,15.92,18.51,17.62,19.25,1567,937,49
2022,"2022.04",1,"Ganze Stadt",3,"Bestand Mietverträge 2–10 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",14.57,14.41,14.73,10.44,10.18,10.67,12.15,11.99,12.44,14.35,14.25,14.52,16.6,16.26,16.91,18.48,18.36,18.85,6042,3709,243
2022,"2022.04",1,"Ganze Stadt",4,"Bestand Mietverträge 11-20 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",13.63,13.48,13.79,10.37,9.96,10.61,11.97,11.76,12.2,13.53,13.42,13.66,15.11,14.81,15.32,16.85,16.53,17.42,3935,2596,145
2022,"2022.04",1,"Ganze Stadt",5,"Bestand Mietverträge über 20 Jahre",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",1,"Netto",12.79,12.61,12.97,9.34,9.04,9.82,11.01,10.73,11.21,12.68,12.45,12.82,14.17,13.94,14.55,16.3,15.71,16.94,2849,1700,155
2022,"2022.04",1,"Ganze Stadt",0,"Ganze Stadt",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",27.59,27.28,27.91,18.52,17.63,18.97,21.82,21.48,22.22,26.39,26.09,26.7,32.06,31.51,32.77,38.25,37.32,39.26,35586,6336,1210
2022,"2022.04",1,"Ganze Stadt",1,"Neubau bis 2 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",33.83,32.58,35.08,26,24.73,29.89,30.55,28.51,32.75,34.33,32.46,35.87,37.37,35.31,39.85,41.25,38.27,45.93,1078,208,36
2022,"2022.04",1,"Ganze Stadt",2,"Neubezug bis 2 Jahre",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",1,"Netto",30.6,30.01,31.18,21.53,20.94,22.31,25.32,24.51,25.95,28.63,28.26,29.35,35.09,33.89,36.1,42.26,40.21,43.52,11258,1892,370
